"Sujeitos","Itens","Ant","Verbo","RT","Pos","Estudo"
"1652137364","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",1608,"7","Beraldo (2022)"
"1652137364","Maria conheceu as regiões que ventam repentinamente.","NP","PL",591,"7","Beraldo (2022)"
"1652137364","Gabriel adorou os estados que chove suavemente.","NP","SG",489,"7","Beraldo (2022)"
"1652137364","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",576,"7","Beraldo (2022)"
"1652137364","André correu nas praias que chovem frequentemente.","PP","PL",370,"7","Beraldo (2022)"
"1652137364","Nilton ficou nas planícies que venta loucamente.","PP","SG",421,"7","Beraldo (2022)"
"1652137364","Pedro avistou os montes que neva subitamente.","NP","SG",449,"7","Beraldo (2022)"
"1652137364","Roberto brincou nos desertos que ventam intensamente.","PP","PL",302,"7","Beraldo (2022)"
"1652137364","Sandra morou nas cidades que neva moderadamente.","PP","SG",486,"7","Beraldo (2022)"
"1652137364","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",354,"7","Beraldo (2022)"
"1652137364","Camila fotografou os locais que trovejam frequentemente.","NP","PL",908,"7","Beraldo (2022)"
"1652137364","Ana amou os países que chovem torrencialmente.","NP","PL",501,"7","Beraldo (2022)"
"1652137364","Letícia viu as serras que troveja diariamente.","NP","SG",557,"7","Beraldo (2022)"
"1652137364","Amanda olhou as colinas que venta rigorosamente.","NP","SG",394,"7","Beraldo (2022)"
"1652137364","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",568,"7","Beraldo (2022)"
"1652147261","Maria conheceu as regiões que ventam repentinamente.","NP","PL",770,"7","Beraldo (2022)"
"1652147261","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",560,"7","Beraldo (2022)"
"1652147261","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",701,"7","Beraldo (2022)"
"1652147261","Sandra morou nas cidades que neva moderadamente.","PP","SG",813,"7","Beraldo (2022)"
"1652147261","Pedro avistou os montes que neva subitamente.","NP","SG",461,"7","Beraldo (2022)"
"1652147261","Letícia viu as serras que troveja diariamente.","NP","SG",521,"7","Beraldo (2022)"
"1652147261","Paulo visitou as nações que nevam excessivamente.","NP","PL",483,"7","Beraldo (2022)"
"1652147261","Camila fotografou os locais que trovejam frequentemente.","NP","PL",915,"7","Beraldo (2022)"
"1652147261","André correu nas praias que chovem frequentemente.","PP","PL",403,"7","Beraldo (2022)"
"1652147261","Nilton ficou nas planícies que venta loucamente.","PP","SG",461,"7","Beraldo (2022)"
"1652147261","Amanda olhou as colinas que venta rigorosamente.","NP","SG",815,"7","Beraldo (2022)"
"1652147261","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",910,"7","Beraldo (2022)"
"1652147261","Ana amou os países que chovem torrencialmente.","NP","PL",1052,"7","Beraldo (2022)"
"1652147261","Roberto brincou nos desertos que ventam intensamente.","PP","PL",764,"7","Beraldo (2022)"
"1652147261","Gabriel adorou os estados que chove suavemente.","NP","SG",2845,"7","Beraldo (2022)"
"1652147261","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",388,"7","Beraldo (2022)"
"1652182690","Gabriel adorou os estados que chove suavemente.","NP","SG",2333,"7","Beraldo (2022)"
"1652182690","Paulo visitou as nações que nevam excessivamente.","NP","PL",2333,"7","Beraldo (2022)"
"1652182690","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",634,"7","Beraldo (2022)"
"1652182690","Ana amou os países que chovem torrencialmente.","NP","PL",874,"7","Beraldo (2022)"
"1652182690","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",427,"7","Beraldo (2022)"
"1652182690","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",527,"7","Beraldo (2022)"
"1652182690","Amanda olhou as colinas que venta rigorosamente.","NP","SG",661,"7","Beraldo (2022)"
"1652182690","Sandra morou nas cidades que neva moderadamente.","PP","SG",489,"7","Beraldo (2022)"
"1652182690","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",627,"7","Beraldo (2022)"
"1652182690","Nilton ficou nas planícies que venta loucamente.","PP","SG",509,"7","Beraldo (2022)"
"1652182690","Camila fotografou os locais que trovejam frequentemente.","NP","PL",492,"7","Beraldo (2022)"
"1652182690","Letícia viu as serras que troveja diariamente.","NP","SG",464,"7","Beraldo (2022)"
"1652182690","Pedro avistou os montes que neva subitamente.","NP","SG",441,"7","Beraldo (2022)"
"1652182690","Maria conheceu as regiões que ventam repentinamente.","NP","PL",518,"7","Beraldo (2022)"
"1652182690","Roberto brincou nos desertos que ventam intensamente.","PP","PL",747,"7","Beraldo (2022)"
"1652182690","André correu nas praias que chovem frequentemente.","PP","PL",405,"7","Beraldo (2022)"
"1652184978","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",368,"7","Beraldo (2022)"
"1652184978","Ana amou os países que chovem torrencialmente.","NP","PL",388,"7","Beraldo (2022)"
"1652184978","Camila fotografou os locais que trovejam frequentemente.","NP","PL",533,"7","Beraldo (2022)"
"1652184978","Nilton ficou nas planícies que venta loucamente.","PP","SG",361,"7","Beraldo (2022)"
"1652184978","Paulo visitou as nações que nevam excessivamente.","NP","PL",387,"7","Beraldo (2022)"
"1652184978","Sandra morou nas cidades que neva moderadamente.","PP","SG",375,"7","Beraldo (2022)"
"1652184978","Roberto brincou nos desertos que ventam intensamente.","PP","PL",395,"7","Beraldo (2022)"
"1652184978","Letícia viu as serras que troveja diariamente.","NP","SG",394,"7","Beraldo (2022)"
"1652184978","Amanda olhou as colinas que venta rigorosamente.","NP","SG",296,"7","Beraldo (2022)"
"1652184978","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",349,"7","Beraldo (2022)"
"1652184978","Gabriel adorou os estados que chove suavemente.","NP","SG",299,"7","Beraldo (2022)"
"1652184978","Maria conheceu as regiões que ventam repentinamente.","NP","PL",375,"7","Beraldo (2022)"
"1652184978","André correu nas praias que chovem frequentemente.","PP","PL",507,"7","Beraldo (2022)"
"1652184978","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",466,"7","Beraldo (2022)"
"1652184978","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",224,"7","Beraldo (2022)"
"1652184978","Pedro avistou os montes que neva subitamente.","NP","SG",233,"7","Beraldo (2022)"
"1652192187","Camila fotografou os locais que trovejam frequentemente.","NP","PL",1611,"7","Beraldo (2022)"
"1652192187","Ana amou os países que chovem torrencialmente.","NP","PL",1414,"7","Beraldo (2022)"
"1652192187","Sandra morou nas cidades que neva moderadamente.","PP","SG",772,"7","Beraldo (2022)"
"1652192187","Gabriel adorou os estados que chove suavemente.","NP","SG",683,"7","Beraldo (2022)"
"1652192187","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",669,"7","Beraldo (2022)"
"1652192187","Amanda olhou as colinas que venta rigorosamente.","NP","SG",781,"7","Beraldo (2022)"
"1652192187","Nilton ficou nas planícies que venta loucamente.","PP","SG",813,"7","Beraldo (2022)"
"1652192187","Letícia viu as serras que troveja diariamente.","NP","SG",908,"7","Beraldo (2022)"
"1652192187","Maria conheceu as regiões que ventam repentinamente.","NP","PL",1147,"7","Beraldo (2022)"
"1652192187","Pedro avistou os montes que neva subitamente.","NP","SG",1437,"7","Beraldo (2022)"
"1652192187","André correu nas praias que chovem frequentemente.","PP","PL",1952,"7","Beraldo (2022)"
"1652192187","Paulo visitou as nações que nevam excessivamente.","NP","PL",1516,"7","Beraldo (2022)"
"1652192187","Roberto brincou nos desertos que ventam intensamente.","PP","PL",1836,"7","Beraldo (2022)"
"1652192187","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",1499,"7","Beraldo (2022)"
"1652192187","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",1472,"7","Beraldo (2022)"
"1652192187","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",1033,"7","Beraldo (2022)"
"1652236549","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",742,"7","Beraldo (2022)"
"1652236549","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",727,"7","Beraldo (2022)"
"1652236549","Amanda olhou as colinas que venta rigorosamente.","NP","SG",1288,"7","Beraldo (2022)"
"1652236549","Gabriel adorou os estados que chove suavemente.","NP","SG",833,"7","Beraldo (2022)"
"1652236549","Pedro avistou os montes que neva subitamente.","NP","SG",1096,"7","Beraldo (2022)"
"1652236549","Nilton ficou nas planícies que venta loucamente.","PP","SG",601,"7","Beraldo (2022)"
"1652236549","Letícia viu as serras que troveja diariamente.","NP","SG",672,"7","Beraldo (2022)"
"1652236549","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",441,"7","Beraldo (2022)"
"1652236549","Maria conheceu as regiões que ventam repentinamente.","NP","PL",693,"7","Beraldo (2022)"
"1652236549","Roberto brincou nos desertos que ventam intensamente.","PP","PL",994,"7","Beraldo (2022)"
"1652236549","Paulo visitou as nações que nevam excessivamente.","NP","PL",648,"7","Beraldo (2022)"
"1652236549","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",1141,"7","Beraldo (2022)"
"1652236549","André correu nas praias que chovem frequentemente.","PP","PL",331,"7","Beraldo (2022)"
"1652236549","Camila fotografou os locais que trovejam frequentemente.","NP","PL",351,"7","Beraldo (2022)"
"1652236549","Sandra morou nas cidades que neva moderadamente.","PP","SG",572,"7","Beraldo (2022)"
"1652236549","Ana amou os países que chovem torrencialmente.","NP","PL",755,"7","Beraldo (2022)"
"1652318985","Ana amou os países que chovem torrencialmente.","NP","PL",867,"7","Beraldo (2022)"
"1652318985","Camila fotografou os locais que trovejam frequentemente.","NP","PL",1205,"7","Beraldo (2022)"
"1652318985","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",546,"7","Beraldo (2022)"
"1652318985","Letícia viu as serras que troveja diariamente.","NP","SG",698,"7","Beraldo (2022)"
"1652318985","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",398,"7","Beraldo (2022)"
"1652318985","Gabriel adorou os estados que chove suavemente.","NP","SG",1135,"7","Beraldo (2022)"
"1652318985","Maria conheceu as regiões que ventam repentinamente.","NP","PL",432,"7","Beraldo (2022)"
"1652318985","Paulo visitou as nações que nevam excessivamente.","NP","PL",369,"7","Beraldo (2022)"
"1652318985","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",392,"7","Beraldo (2022)"
"1652318985","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",526,"7","Beraldo (2022)"
"1652318985","Amanda olhou as colinas que venta rigorosamente.","NP","SG",482,"7","Beraldo (2022)"
"1652318985","Pedro avistou os montes que neva subitamente.","NP","SG",298,"7","Beraldo (2022)"
"1652318985","Roberto brincou nos desertos que ventam intensamente.","PP","PL",422,"7","Beraldo (2022)"
"1652318985","Sandra morou nas cidades que neva moderadamente.","PP","SG",478,"7","Beraldo (2022)"
"1652318985","André correu nas praias que chovem frequentemente.","PP","PL",426,"7","Beraldo (2022)"
"1652318985","Nilton ficou nas planícies que venta loucamente.","PP","SG",478,"7","Beraldo (2022)"
"1651707141","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",1032,"7","Beraldo (2022)"
"1651707141","Letícia viu as serras que troveja diariamente.","NP","SG",517,"7","Beraldo (2022)"
"1651707141","Roberto brincou nos desertos que ventam intensamente.","PP","PL",416,"7","Beraldo (2022)"
"1651707141","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",710,"7","Beraldo (2022)"
"1651707141","Nilton ficou nas planícies que venta loucamente.","PP","SG",543,"7","Beraldo (2022)"
"1651707141","Ana amou os países que chovem torrencialmente.","NP","PL",477,"7","Beraldo (2022)"
"1651707141","Camila fotografou os locais que trovejam frequentemente.","NP","PL",370,"7","Beraldo (2022)"
"1651707141","Sandra morou nas cidades que neva moderadamente.","PP","SG",605,"7","Beraldo (2022)"
"1651707141","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",507,"7","Beraldo (2022)"
"1651707141","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",393,"7","Beraldo (2022)"
"1651707141","Paulo visitou as nações que nevam excessivamente.","NP","PL",376,"7","Beraldo (2022)"
"1651707141","André correu nas praias que chovem frequentemente.","PP","PL",362,"7","Beraldo (2022)"
"1651707141","Pedro avistou os montes que neva subitamente.","NP","SG",395,"7","Beraldo (2022)"
"1651707141","Maria conheceu as regiões que ventam repentinamente.","NP","PL",2268,"7","Beraldo (2022)"
"1651707141","Gabriel adorou os estados que chove suavemente.","NP","SG",398,"7","Beraldo (2022)"
"1651707141","Amanda olhou as colinas que venta rigorosamente.","NP","SG",488,"7","Beraldo (2022)"
"1651707533","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",2593,"7","Beraldo (2022)"
"1651707533","Ana amou os países que chovem torrencialmente.","NP","PL",966,"7","Beraldo (2022)"
"1651707533","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",1009,"7","Beraldo (2022)"
"1651707533","Roberto brincou nos desertos que ventam intensamente.","PP","PL",607,"7","Beraldo (2022)"
"1651707533","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",853,"7","Beraldo (2022)"
"1651707533","Pedro avistou os montes que neva subitamente.","NP","SG",1249,"7","Beraldo (2022)"
"1651707533","Amanda olhou as colinas que venta rigorosamente.","NP","SG",1580,"7","Beraldo (2022)"
"1651707533","André correu nas praias que chovem frequentemente.","PP","PL",804,"7","Beraldo (2022)"
"1651707533","Gabriel adorou os estados que chove suavemente.","NP","SG",1185,"7","Beraldo (2022)"
"1651707533","Camila fotografou os locais que trovejam frequentemente.","NP","PL",847,"7","Beraldo (2022)"
"1651707533","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",1414,"7","Beraldo (2022)"
"1651707533","Letícia viu as serras que troveja diariamente.","NP","SG",875,"7","Beraldo (2022)"
"1651707533","Maria conheceu as regiões que ventam repentinamente.","NP","PL",1016,"7","Beraldo (2022)"
"1651707533","Nilton ficou nas planícies que venta loucamente.","PP","SG",464,"7","Beraldo (2022)"
"1651707533","Paulo visitou as nações que nevam excessivamente.","NP","PL",576,"7","Beraldo (2022)"
"1651707533","Sandra morou nas cidades que neva moderadamente.","PP","SG",537,"7","Beraldo (2022)"
"1651707847","Paulo visitou as nações que nevam excessivamente.","NP","PL",1161,"7","Beraldo (2022)"
"1651707847","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",3809,"7","Beraldo (2022)"
"1651707847","Gabriel adorou os estados que chove suavemente.","NP","SG",2181,"7","Beraldo (2022)"
"1651707847","Amanda olhou as colinas que venta rigorosamente.","NP","SG",2266,"7","Beraldo (2022)"
"1651707847","Ana amou os países que chovem torrencialmente.","NP","PL",1990,"7","Beraldo (2022)"
"1651707847","Sandra morou nas cidades que neva moderadamente.","PP","SG",1469,"7","Beraldo (2022)"
"1651707847","André correu nas praias que chovem frequentemente.","PP","PL",1137,"7","Beraldo (2022)"
"1651707847","Kátia passeou nos lugares que trovejam constantemente.","PP","PL",1402,"7","Beraldo (2022)"
"1651707847","Clara cresceu nas montanhas que troveja fortemente.","PP","SG",2204,"7","Beraldo (2022)"
"1651707847","Letícia viu as serras que troveja diariamente.","NP","SG",2119,"7","Beraldo (2022)"
"1651707847","Camila fotografou os locais que trovejam frequentemente.","NP","PL",1757,"7","Beraldo (2022)"
"1651707847","Ricardo pensou nos vales que nevam repetidamente.","PP","PL",1485,"7","Beraldo (2022)"
"1651707847","Maria conheceu as regiões que ventam repentinamente.","NP","PL",2538,"7","Beraldo (2022)"
"1651707847","Pedro avistou os montes que neva subitamente.","NP","SG",2807,"7","Beraldo (2022)"
"1651707847","Nilton ficou nas planícies que venta loucamente.","PP","SG",1728,"7","Beraldo (2022)"
"1651707847","Roberto brincou nos desertos que ventam intensamente.","PP","PL",1578,"7","Beraldo (2022)"
"1651707909","Amanda olhou as colinas que venta rigorosamente.","NP","SG",3190,"7","Beraldo (2022)"
"1651707909","Roberto brincou nos desertos que ventam intensamente.","PP","PL",1044,"7","Beraldo (2022)"
"1651707909","Paulo visitou as nações que nevam excessivamente.","NP","PL",1496,"7","Beraldo (2022)"
"1651707909","Gustavo caminhou nas ilhas que chove continuamente.","PP","SG",2047,"7","Beraldo (2022)"
